12750;16575;8415;13260;4335;11730;28560;77520;110925;31620;175525;166690;1
15300;4080;5355;14535;4335;12240;32895;78540;113220;28815;182860;173405;1
13770;9435;4080;18360;4335;14280;28815;80580;114750;22440;193035;181100;1
13005;9180;4080;18615;4590;14535;29325;82110;114495;20655;193500;181410;1
17085;4080;14535;19380;8925;16320;48450;90525;122145;34935;175320;164470;1
13770;8160;6630;15555;9435;15810;33660;80835;115005;27030;183170;173560;1
15045;4080;6885;19125;9435;17340;37485;83640;115770;28560;178315;168860;1
14280;8160;8160;18870;9435;14535;37230;84915;119085;23715;185650;175885;1
12495;4335;6120;18615;4080;15555;39270;83385;116280;30855;181930;171855;1
12240;5355;5610;20400;4335;16320;39270;85680;118320;27030;184410;175420;1
14025;5355;6885;17595;4590;15300;34935;82875;116535;26775;184875;174800;1
17595;8415;6120;13770;4335;15810;39270;82875;117810;28815;183945;173870;1
13515;10965;8670;17850;4335;12750;29580;77265;113475;23460;184565;174490;1
20145;13260;6630;11220;4080;8160;40800;92055;130050;22695;193400;180070;1
14790;10710;6375;11985;8670;6885;28305;81855;121890;22950;193865;179295;1
16830;10200;11475;9435;8670;12240;36210;88995;132600;19635;196810;183635;1
18615;12240;11985;8415;8160;15555;58140;99960;144075;24735;180335;162820;1
11475;19635;8925;13260;4080;12240;22695;61710;113220;21420;189680;174025;1
15810;19380;6120;13005;4080;10455;23715;74460;113730;23715;190145;172320;1
16830;9435;6630;13260;4335;10455;25755;80070;116535;37230;189525;176970;1
15810;15300;6375;14535;4335;8670;14790;69615;106080;27030;182240;172010;1
13260;15555;6630;15045;4335;5865;15300;65025;100215;55335;176815;165500;1
11730;12495;9435;15555;5355;8160;17340;68085;104040;22950;180535;171700;1
11475;11730;8160;15045;5610;9945;17595;67065;102000;24225;180690;172010;1
11985;18870;8670;15045;5100;9435;20655;72420;104295;27030;176920;166690;1
14280;17085;8415;16065;4590;8925;20655;71145;101235;29580;174440;162970;1
10455;19380;6375;16830;6630;9435;11985;65025;97155;22695;185130;175985;1
12495;18870;7905;16320;5610;8415;14790;67320;97920;27540;179655;171595;1
10965;19125;8160;16575;5355;8160;16575;67830;98940;32130;174955;164725;1
10965;15810;9435;16320;4845;6630;16065;66555;98940;28815;173355;163900;1
10710;23460;7905;15555;5355;6630;14790;73950;107100;19890;190865;182030;1
10200;24990;9180;17595;5355;5355;12750;68340;101745;19890;187300;178155;1
14790;18105;11220;16575;4590;8925;21420;67830;103020;35190;168500;158115;1
12240;21930;9180;16065;4845;10710;15045;67320;102510;28560;173200;164985;1
9690;19635;6630;18105;5100;8415;7395;52530;87975;27030;175005;162605;1
8925;22440;6885;16065;5355;7905;16320;64770;101490;21165;186475;170355;1
11220;17340;14535;14535;4590;8925;19380;70635;106335;19635;188335;175625;1
9945;27795;17085;13770;4845;7905;11475;62730;97665;19380;183635;169220;1
9945;25245;15045;11220;5610;9690;17340;57630;119850;12240;206105;194945;1
6630;24225;14280;9435;5865;7650;7650;40545;107100;8160;207395;194685;1
14280;20655;17850;12495;4335;11730;22440;49215;115005;17850;190145;176970;1
18615;19125;19635;8925;4335;12240;24735;59670;120360;16575;194485;181620;1
12750;26775;17595;4080;5865;7395;7650;52530;111435;4080;211530;195565;1
14025;23460;18105;6375;4845;6630;14025;52785;115005;15810;191645;177540;1
12750;24225;18360;3570;5865;7140;7650;57375;112455;3825;213235;196495;1
13260;28050;16830;3060;14025;7395;6885;64005;111690;1785;214010;197580;1
12495;22185;17595;6120;5610;7905;9180;45645;108120;9945;201715;187145;1
11475;23970;18360;6120;5610;7395;9690;44880;109905;10200;198255;183840;1
13005;26265;21930;6630;5100;9945;12750;47430;115260;13260;198100;184925;1
12240;25755;19635;11985;4845;8925;15300;40035;103785;23715;177850;167155;1
11220;25500;16830;12240;5100;6885;12495;40035;100725;16065;186425;173560;1
7140;22185;19380;7650;6120;4845;6630;40800;103785;7395;207550;195925;1
8925;21930;16320;11475;5610;6120;10710;42840;101235;15555;203210;188330;1
14025;22950;11985;13515;4335;8160;23205;73950;110925;22950;188440;174025;1
13260;22440;7395;14025;4335;9435;19125;74205;112200;22185;189060;174025;1
13260;20910;6375;14025;4335;9945;18870;74715;110415;22695;188130;174335;1
11730;18615;7650;13515;4335;7905;16065;73185;108630;28815;188905;175420;1
14535;19125;8415;13260;4335;8925;22695;75735;112200;21165;189060;177590;1
12750;20400;11475;10965;4080;8415;18870;77010;113220;21930;189835;175885;1
11730;17595;6375;15810;4080;9945;15045;66045;102510;25500;182860;169530;1
13005;18360;9180;15810;6885;9690;13515;66300;104550;22950;188440;172785;1
13770;16575;10455;15300;6375;7905;16065;68340;108375;20910;187355;173560;1
11730;25245;11730;16320;4335;7905;14280;66810;105825;21675;187045;171855;1
12495;22695;14025;17085;4080;7905;14025;66300;105060;25500;182860;168600;1
14535;22440;15555;15810;4080;8670;20400;74205;111690;26775;179555;165915;1
14280;24480;14535;15300;4590;9690;24735;78285;114750;22950;181880;170100;1
15045;20145;12750;16065;12750;10710;22185;70635;107865;23970;185185;171700;1
14790;21675;9435;16320;7395;9435;23460;75735;112710;24225;181105;168860;1
14790;21420;11730;17340;9945;9690;20145;68085;103020;24225;182550;171700;1
12495;19635;11730;16830;4335;8160;21930;70635;109650;24225;179245;168395;1
10965;20655;11985;16320;10965;8160;13260;66300;104295;31875;185545;173765;1
11730;22440;11220;16320;8670;8160;14790;65535;103020;24480;193035;179240;1
10455;21420;9690;15810;9180;6120;12240;61965;101745;18105;194275;178775;1
12495;22695;9945;14535;8925;7140;15300;66810;103785;18105;192415;178465;1
10965;19635;12750;14790;9945;6885;14025;64770;104550;17595;187665;173095;1
15045;19635;17085;14025;4335;8415;22695;61455;112455;22185;188440;174800;1
16575;19380;18360;13260;4080;7905;33915;76245;130050;18360;184930;170205;1
12750;23460;12495;11730;4335;9945;22950;64260;124950;17595;196345;182550;1
15300;23715;19380;10455;4590;13260;29325;59160;125460;19125;184930;175320;1
16065;22185;17595;7395;4080;11475;28305;70125;145860;17850;185190;171395;1
22185;35955;17595;7395;4080;12750;49470;64005;149685;24225;179870;167780;1
24480;34935;17850;6120;4080;17595;36210;69870;159630;16830;186535;177700;1
21420;36465;24225;6885;4080;18615;28815;62985;152235;22185;177805;168815;1
18615;32895;23460;5610;4080;14535;20910;58905;143820;14025;190975;184930;1
23460;34935;20145;5865;10965;17085;27540;73695;161670;15300;198310;188390;1
27030;34425;22440;5355;8160;16575;29325;76755;162945;19890;198930;189940;1
22440;29580;22695;5865;6375;15045;21675;64515;153510;16065;191440;182140;1
16065;26010;24225;5610;4080;13005;15300;58140;142290;14025;198360;190455;1
7140;21930;30090;14535;4845;11730;2040;17085;95115;13260;189520;182545;1
10455;21420;31110;3315;5610;7905;8160;46410;104295;2295;217935;211425;1
8925;24735;20910;6885;5100;6630;13770;57630;113220;4590;211015;200320;1
11730;24225;12240;15300;4845;7905;15045;46665;105570;18615;188905;175885;1
10965;26520;16830;15555;4845;7140;13260;37995;102255;14280;187975;176660;1
7650;27285;16575;14790;6120;6630;10200;35955;99195;15045;197425;182545;1
10455;18615;17850;15810;7140;10455;14790;43350;100725;21165;182240;171080;1
9690;22185;16065;15045;5355;6630;8670;55845;94605;18870;180225;167360;1
10965;19380;19635;15300;5610;4080;8415;35955;91035;26265;169015;159870;1
6630;16575;14790;16830;6630;4080;5610;27285;82875;19890;176555;166945;1
9945;19380;10455;16065;6885;6375;7140;34680;86700;28305;166070;158630;1
11985;13515;10200;15045;6375;14790;6630;52275;85170;43095;158270;152225;1
